,reqid,date,open,high,low,close,volume
201,4106,20201211  13:15:00,6.2,6.25,6.05,6.15,-1
202,4106,20201211  13:20:00,6.15,6.15,5.9,6.0,-1
203,4106,20201211  13:25:00,6.0,6.0,5.85,6.0,-1
204,4106,20201211  13:30:00,6.0,6.35,6.0,6.35,-1
205,4106,20201211  13:35:00,6.35,6.6,6.25,6.6,-1
206,4106,20201211  13:40:00,6.6,6.6,6.35,6.45,-1
207,4106,20201211  13:45:00,6.45,6.5,6.3,6.5,-1
208,4106,20201211  13:50:00,6.5,6.85,6.5,6.85,-1
209,4106,20201211  13:55:00,6.85,7.0,6.75,6.85,-1
210,4106,20201211  14:00:00,6.85,6.85,6.7,6.75,-1
211,4106,20201211  14:05:00,6.75,6.9,6.65,6.85,-1
212,4106,20201211  14:10:00,6.85,6.9,6.75,6.85,-1
213,4106,20201211  14:15:00,6.85,6.85,6.7,6.8,-1
214,4106,20201211  14:20:00,6.8,6.95,6.75,6.95,-1
215,4106,20201211  14:25:00,6.95,6.95,6.8,6.8,-1
216,4106,20201211  14:30:00,6.8,7.2,6.8,7.1,-1
217,4106,20201211  14:35:00,7.1,7.1,6.95,7.1,-1
218,4106,20201211  14:40:00,7.1,7.1,7.05,7.1,-1
219,4106,20201211  14:45:00,7.1,7.2,6.95,7.1,-1
220,4106,20201211  14:50:00,7.1,7.15,6.95,6.95,-1
221,4106,20201211  14:55:00,6.95,6.95,6.9,6.95,-1
222,4106,20201211  15:00:00,6.95,6.95,6.75,6.75,-1
223,4106,20201211  15:05:00,6.75,6.75,6.5,6.65,-1
224,4106,20201211  15:10:00,6.65,6.95,6.65,6.95,-1
225,4106,20201211  15:15:00,6.95,7.5,6.95,7.45,-1
226,4106,20201211  15:20:00,7.45,7.45,7.0,7.15,-1
227,4106,20201211  15:25:00,7.15,7.15,6.95,6.95,-1
228,4106,20201211  15:30:00,6.95,7.2,6.85,7.1,-1
229,4106,20201211  15:35:00,7.1,7.15,7.1,7.15,-1
230,4106,20201211  15:40:00,7.15,7.2,7.1,7.1,-1
231,4106,20201211  15:45:00,7.1,7.1,6.5,6.65,-1
232,4106,20201211  15:50:00,6.65,7.05,6.6,7.05,-1
233,4106,20201211  15:55:00,7.05,7.4,6.8,7.3,-1
234,4104,20201211  09:30:00,6.95,7.35,6.4,6.6,-1
235,4104,20201211  09:35:00,6.6,6.85,6.525,6.725,-1
236,4104,20201211  09:40:00,6.725,6.775,5.825,5.825,-1
237,4104,20201211  09:45:00,5.825,6.4,5.775,6.375,-1
238,4104,20201211  09:50:00,6.375,6.5,5.975,6.375,-1
239,4104,20201211  09:55:00,6.375,6.675,6.275,6.5,-1
240,4104,20201211  10:00:00,6.5,6.675,6.4,6.5,-1
241,4104,20201211  10:05:00,6.5,6.55,6.275,6.55,-1
242,4104,20201211  10:10:00,6.55,7.125,6.55,7.05,-1
243,4104,20201211  10:15:00,7.05,7.05,6.8,6.85,-1
244,4104,20201211  10:20:00,6.85,6.875,6.65,6.65,-1
245,4104,20201211  10:25:00,6.65,7.025,6.625,6.9,-1
246,4104,20201211  10:30:00,6.9,6.9,6.4,6.575,-1
247,4104,20201211  10:35:00,6.575,6.775,6.525,6.7,-1
248,4104,20201211  10:40:00,6.7,6.7,6.525,6.525,-1
249,4104,20201211  10:45:00,6.525,6.575,6.375,6.375,-1
250,4104,20201211  10:50:00,6.375,6.4,6.075,6.2,-1
251,4104,20201211  10:55:00,6.2,6.325,6.05,6.275,-1
252,4104,20201211  11:00:00,6.275,6.525,6.275,6.475,-1
253,4104,20201211  11:05:00,6.475,6.625,6.3,6.3,-1
254,4104,20201211  11:10:00,6.3,6.35,6.15,6.35,-1
255,4104,20201211  11:15:00,6.35,6.475,6.25,6.375,-1
256,4104,20201211  11:20:00,6.375,6.375,5.9,5.95,-1
257,4104,20201211  11:25:00,5.95,6.0,5.8,5.8,-1
258,4104,20201211  11:30:00,5.8,6.0,5.8,5.975,-1
259,4104,20201211  11:35:00,5.975,5.975,5.625,5.675,-1
260,4104,20201211  11:40:00,5.675,5.8,5.575,5.6,-1
261,4104,20201211  11:45:00,5.6,5.7,5.45,5.65,-1
262,4104,20201211  11:50:00,5.65,5.775,5.65,5.725,-1
263,4104,20201211  11:55:00,5.725,5.75,5.625,5.725,-1
264,4104,20201211  12:00:00,5.725,6.025,5.725,5.875,-1
265,4104,20201211  12:05:00,5.875,5.95,5.7,5.825,-1
