,date,open,high,low,close,volume
134,20201207  15:10:00,124.93,125.03,124.93,124.945,-1
135,20201207  15:15:00,124.945,125.015,124.91,124.995,-1
136,20201207  15:20:00,124.995,125.0,124.93,124.985,-1
137,20201207  15:25:00,124.985,125.065,124.965,124.995,-1
138,20201207  15:30:00,124.995,125.03,124.93,124.97,-1
139,20201207  15:35:00,124.97,124.98,124.885,124.885,-1
140,20201207  15:40:00,124.885,124.895,124.65,124.69,-1
141,20201207  15:45:00,124.69,124.745,124.56,124.645,-1
142,20201207  15:50:00,124.645,124.855,124.625,124.845,-1
143,20201207  15:55:00,124.845,125.025,124.69,124.71,-1
144,20201207  16:00:00,124.71,125.21,124.67,124.69,-1
145,20201207  16:05:00,124.69,124.7,124.65,124.675,-1
146,20201207  16:10:00,124.675,124.695,124.675,124.685,-1
147,20201207  16:15:00,124.685,125.04,124.685,124.825,-1
148,20201207  16:20:00,124.825,124.83,124.825,124.83,-1
149,20201207  16:25:00,124.83,124.83,124.82,124.825,-1
150,20201207  16:30:00,124.825,124.825,124.82,124.825,-1
151,20201207  16:35:00,124.825,124.855,124.82,124.85,-1
152,20201207  16:40:00,124.85,124.97,124.845,124.85,-1
153,20201207  16:45:00,124.85,124.85,124.635,124.64,-1
154,20201207  16:50:00,124.64,124.755,124.53,124.75,-1
155,20201207  16:55:00,124.75,124.755,124.54,124.75,-1
156,20201207  17:00:00,124.75,124.755,124.745,124.755,-1
157,20201207  17:05:00,124.755,124.78,124.75,124.78,-1
158,20201207  17:10:00,124.78,124.8,124.775,124.8,-1
159,20201207  17:15:00,124.8,124.825,124.8,124.825,-1
160,20201207  17:20:00,124.825,124.85,124.825,124.825,-1
161,20201207  17:25:00,124.825,124.83,124.825,124.83,-1
162,20201207  17:30:00,124.83,124.83,124.83,124.83,-1
163,20201207  17:35:00,124.83,124.83,124.83,124.83,-1
164,20201207  17:40:00,124.83,124.85,124.825,124.85,-1
165,20201207  17:45:00,124.85,124.85,124.85,124.85,-1
166,20201207  17:50:00,124.85,124.85,124.85,124.85,-1
167,20201207  17:55:00,124.85,124.85,124.85,124.85,-1
168,20201207  18:00:00,124.85,124.85,124.85,124.85,-1
169,20201207  18:05:00,124.85,124.9,124.85,124.85,-1
170,20201207  18:10:00,124.85,124.855,124.85,124.855,-1
171,20201207  18:15:00,124.855,124.86,124.855,124.86,-1
172,20201207  18:20:00,124.86,124.86,124.85,124.85,-1
173,20201207  18:25:00,124.85,124.85,124.85,124.85,-1
174,20201207  18:30:00,124.85,124.855,124.85,124.855,-1
175,20201207  18:35:00,124.855,124.855,124.855,124.855,-1
176,20201207  18:40:00,124.855,124.855,124.855,124.855,-1
177,20201207  18:45:00,124.855,124.855,124.855,124.855,-1
178,20201207  18:50:00,124.855,124.855,124.855,124.855,-1
179,20201207  18:55:00,124.855,124.96,124.845,124.93,-1
180,20201207  19:00:00,124.93,124.93,124.625,124.87,-1
181,20201207  19:05:00,124.87,124.87,124.87,124.87,-1
182,20201207  19:10:00,124.87,124.87,124.845,124.845,-1
183,20201207  19:15:00,124.845,124.865,124.825,124.865,-1
184,20201207  19:20:00,124.865,124.865,124.865,124.865,-1
185,20201207  19:25:00,124.865,124.9,124.865,124.9,-1
186,20201207  19:30:00,124.9,124.9,124.9,124.9,-1
187,20201207  19:35:00,124.9,124.9,124.86,124.86,-1
188,20201207  19:40:00,124.86,124.89,124.86,124.89,-1
189,20201207  19:45:00,124.89,124.89,124.89,124.89,-1
190,20201207  19:50:00,124.89,124.89,124.85,124.85,-1
191,20201207  19:55:00,124.85,124.85,124.725,124.85,-1
